prompt1,prompt2,label
a yellow flower swimming in the lake under a tree,"beneath a tree, a yellow flower swimming in the lake",1
a glass window flying in the sky in the city,a white house flying in the sky in the forest,0
a white house sleeping on the couch in the city,a white dwelling sleeping over the couch in the city,1
a white house sleeping on the couch by the lake,"positioned on the couch by the lake, a white house sleeping",1
a blue car running in the park in the city on a sunny day,a green tree dancing happily under a tree,0
a blue car swimming in the lake in the garden under clear sky,"beneath clear sky, a blue car swimming in the lake in the garden",1
a glass window flying in the sky beside the road,a glass window flying in the sky beside the road,1
a green tree playing music on the beach,a red bicycle climbing the mountain near the river,0
a green tree flying in the sky on the beach in moonlight,a white house walking slowly in the city,0
a red bicycle swimming in the lake at the park,a scarlet bicycle swimming in the lake at the park,1
a red bicycle playing music on the mountain,a white house climbing the mountain in the forest,0
a glass window climbing the mountain on the mountain under clear sky,a glass window climbing the mountain over the mountain underneath clear sky,1
a black cat walking slowly under a tree,"beneath a tree, a black cat walking slowly",1
a brown dog sleeping on the couch in the city in the fog,a red bicycle dancing happily in the city in the snow,0
a black cat running in the park in the garden,a white house swimming in the lake in the garden during twilight,0
a white house reading a book by the lake,a green tree flying in the sky near the river,0
a blue car cooking dinner under a tree,a blue car flying in the sky by the lake,0
a red bicycle climbing the mountain beside the road in the rain,a ruby bike climbing the mountain beside the road in the rain,1
a wooden chair playing music at the park,a wooden chair playing music at the park,1
a blue car playing music beside the road,a black cat flying in the sky at the park,0
a yellow flower playing music by the lake,a glass window playing music in the forest,0
a blue car running in the park near the river,a navy car sprinting in the park close to the river,1
a glass window running in the park in the city,a glass window dancing happily under a tree,0
a wooden chair reading a book in the forest,a wooden chair playing music under a tree,0
a brown dog swimming in the lake near the river,a white house swimming in the lake in the garden under clear sky,0
a green tree sleeping on the couch in the garden,a glass window sleeping on the couch in the forest,0
a blue car flying in the sky in the forest,a navy car flying in the sky in the forest,1
a yellow flower sleeping on the couch near the river in the fog,a red bicycle running in the park near the river,0
a yellow flower reading a book near the river,a red bicycle cooking dinner beside the road,0
a glass window dancing happily in the forest,a red bicycle running in the park under a tree,0
a blue car reading a book in the garden during sunset,a wooden chair playing music by the lake,0
a green tree flying in the sky under a tree,a black cat flying in the sky on the mountain on a sunny day,0
a glass window swimming in the lake on the beach,a brown dog flying in the sky in the forest at dawn,0
a yellow flower climbing the mountain by the lake,a red bicycle swimming in the lake on the beach at dawn,0
a brown dog cooking dinner on the mountain,a wooden chair playing music near the river,0
a black cat climbing the mountain at the park,a wooden chair running in the park by the lake,0
a black cat playing music in the city,a green tree swimming in the lake in the garden,0
a green tree sleeping on the couch in the garden,a olive tree sleeping on the couch in the garden,1
a wooden chair climbing the mountain on the beach,a yellow flower sleeping on the couch in the garden,0
a glass window running in the park beside the road,a glass window jogging in the park beside the road,1
a brown dog cooking dinner in the garden,a brown dog cooking dinner in the garden,1
a brown dog swimming in the lake in the garden,a brown canine swimming in the lake in the garden,1
a wooden chair climbing the mountain by the lake,a white house climbing the mountain at the park,0
